Nodo	Centralità	Distanza Media
24	0.022608	44.231594
15	0.022397	44.649478
268	0.022271	44.900519
6	0.022269	44.904880
14	0.022180	45.085711
59	0.021990	45.474758
307	0.021935	45.588392
7	0.021907	45.646969
2791	0.021887	45.688463
2056	0.021803	45.865129
10	0.021791	45.891534
50	0.021686	46.111826
43	0.021640	46.211192
1340	0.021604	46.287208
19	0.021584	46.330597
163	0.021554	46.395480
2289	0.021501	46.509409
2437	0.021472	46.572080
1963	0.021447	46.626167
65	0.021424	46.675814
2496	0.021371	46.793272
2330	0.021354	46.830040
8	0.021331	46.880437
51	0.021321	46.902174
9	0.021321	46.902679
5	0.021280	46.991620
2816	0.021266	47.023209
1376	0.021227	47.109973
4202	0.021210	47.148389
232	0.021181	47.212273
1583	0.021136	47.313076
0	0.021113	47.364906
3922	0.021076	47.446775
1186	0.021059	47.486159
1449	0.021033	47.544044
203	0.020985	47.652199
368	0.020972	47.683077
4298	0.020919	47.803314
253	0.020910	47.824111
1479	0.020910	47.824849
582	0.020850	47.960637
1912	0.020824	48.022157
29	0.020800	48.077758
3626	0.020793	48.092167
17	0.020791	48.098859
129	0.020766	48.156761
4344	0.020742	48.210710
1069	0.020688	48.337367
2398	0.020687	48.340137
496	0.020682	48.351541
3849	0.020663	48.395438
2488	0.020625	48.485977
122	0.020593	48.559621
1090	0.020590	48.566350
909	0.020588	48.571675
420	0.020569	48.617026
1078	0.020569	48.617339
684	0.020554	48.652163
3596	0.020526	48.718828
1787	0.020504	48.771832
1289	0.020492	48.800589
3137	0.020484	48.818730
996	0.020479	48.830112
1415	0.020476	48.837788
48	0.020474	48.843098
1726	0.020474	48.843439
4702	0.020463	48.868299
1029	0.020447	48.907907
1529	0.020427	48.954570
1371	0.020424	48.961350
489	0.020401	49.017551
220	0.020393	49.035490
1903	0.020389	49.046777
42	0.020378	49.071772
3020	0.020372	49.087813
2950	0.020348	49.144104
575	0.020347	49.147214
923	0.020344	49.153784
383	0.020343	49.157514
1131	0.020343	49.157516
72	0.020342	49.159758
1264	0.020341	49.162668
3813	0.020329	49.191316
4185	0.020317	49.219230
1308	0.020309	49.238785
125	0.020309	49.239618
85	0.020301	49.259586
2847	0.020291	49.281751
544	0.020270	49.335138
16	0.020261	49.354926
225	0.020257	49.364709
172	0.020241	49.405201
982	0.020235	49.418785
3	0.020234	49.421849
3496	0.020218	49.460811
610	0.020212	49.475326
4447	0.020211	49.477477
2502	0.020167	49.585428
3850	0.020165	49.591653
214	0.020164	49.593657
123	0.020147	49.635732
101	0.020130	49.677330
2030	0.020126	49.686217
160	0.020099	49.754123
1530	0.020075	49.812609
3593	0.020057	49.858911
747	0.020042	49.896022
1483	0.020023	49.941382
725	0.020022	49.944693
1921	0.019988	50.030295
2935	0.019977	50.058760
140	0.019968	50.079893
