Nodo	Centralità	Distanza Media
4264	0.042265	23.660225
15823	0.042019	23.798549
17566	0.041938	23.844833
4183	0.041870	23.883672
18993	0.041708	23.975952
14652	0.041592	24.043086
18196	0.041523	24.082975
10326	0.041518	24.085886
14191	0.041503	24.094522
9763	0.041444	24.129163
1620	0.041392	24.158985
14190	0.041309	24.207606
5598	0.041281	24.224306
7655	0.041218	24.261189
65	0.041210	24.265960
14651	0.041185	24.280513
7850	0.041182	24.282231
18089	0.041111	24.324268
17567	0.041101	24.330184
2720	0.041091	24.336387
11932	0.041078	24.343687
18765	0.041075	24.345882
20006	0.041070	24.348745
18329	0.041034	24.370121
5273	0.041028	24.373843
18509	0.041010	24.384340
4263	0.040977	24.404046
15579	0.040972	24.406909
18884	0.040966	24.410297
19294	0.040954	24.417454
14363	0.040890	24.456055
8	0.040854	24.477431
12502	0.040851	24.479387
17917	0.040841	24.485352
9	0.040832	24.490553
18815	0.040828	24.492700
20098	0.040801	24.508970
5599	0.040771	24.527293
14834	0.040765	24.530633
7851	0.040765	24.531062
16121	0.040754	24.537265
19442	0.040737	24.547476
4259	0.040728	24.553345
4220	0.040705	24.566753
10713	0.040703	24.567945
16318	0.040702	24.568804
4221	0.040699	24.570904
2693	0.040685	24.578920
10027	0.040665	24.591326
11386	0.040640	24.606165
14986	0.040632	24.611366
10591	0.040619	24.618952
16690	0.040596	24.633219
5903	0.040592	24.635318
12787	0.040564	24.652114
19043	0.040561	24.654499
20370	0.040551	24.660607
12220	0.040518	24.680122
8035	0.040512	24.684178
7434	0.040505	24.688329
5187	0.040495	24.694436
16317	0.040493	24.695343
11933	0.040476	24.706174
2921	0.040471	24.708751
10434	0.040463	24.713665
9858	0.040442	24.726787
12960	0.040420	24.740433
18	0.040408	24.747781
18582	0.040406	24.748926
11601	0.040402	24.751503
15053	0.040401	24.751694
7495	0.040398	24.753841
2719	0.040369	24.771257
13565	0.040360	24.776983
11115	0.040355	24.780036
13566	0.040350	24.782851
1356	0.040348	24.784187
