Nodo	Centralità	Distanza Media
687	0.040619	24.619023
688	0.040502	24.690021
686	0.040500	24.691268
3517	0.040399	24.753326
1476	0.040327	24.797089
295	0.040290	24.819854
4397	0.040060	24.962474
2712	0.040045	24.971622
694	0.040044	24.972453
264	0.039874	25.078898
9008	0.039765	25.147505
6960	0.039682	25.200208
4752	0.039620	25.240021
3386	0.039598	25.253742
3944	0.039584	25.262682
1496	0.039548	25.285447
8590	0.039460	25.342308
958	0.039449	25.349168
1524	0.039406	25.377131
3174	0.039389	25.387734
577	0.039374	25.397713
5543	0.039366	25.402495
6912	0.039360	25.406653
1477	0.039321	25.432017
537	0.039311	25.437942
8199	0.039273	25.462890
9443	0.039250	25.477755
3172	0.039201	25.509875
957	0.039186	25.519127
689	0.039161	25.535551
67	0.039154	25.539917
8526	0.039149	25.543347
6032	0.039129	25.556341
3002	0.039121	25.561954
7967	0.039112	25.567464
531	0.039089	25.582952
6958	0.039085	25.585031
9009	0.039083	25.586590
9276	0.039076	25.591268
4398	0.039070	25.594906
8065	0.039070	25.595322
7986	0.039023	25.625884
3086	0.039014	25.632121
1880	0.039005	25.637734
9258	0.039000	25.641060
8808	0.038996	25.643763
2503	0.038996	25.643971
9216	0.038995	25.644387
7855	0.038979	25.654574
3764	0.038960	25.667360
9110	0.038957	25.669231
4396	0.038948	25.675156
2075	0.038928	25.688462
3943	0.038922	25.692412
9141	0.038919	25.694075
6033	0.038910	25.700624
9437	0.038906	25.702807
66	0.038892	25.712162
7283	0.038878	25.721414
3085	0.038875	25.723285
9499	0.038864	25.730977
576	0.038858	25.734719
1402	0.038830	25.753015
3574	0.038797	25.774948
6485	0.038760	25.799584
16	0.038757	25.801559
7336	0.038756	25.802599
6796	0.038745	25.810083
3330	0.038707	25.834927
2748	0.038697	25.841580
519	0.038681	25.852495
3945	0.038665	25.862890
8376	0.038665	25.862890
2711	0.038647	25.875260
7662	0.038637	25.881601
7895	0.038637	25.882225
6754	0.038626	25.889501
4463	0.038621	25.892827
2076	0.038611	25.899584
6471	0.038608	25.901663
8489	0.038605	25.903534
1499	0.038597	25.908940
8589	0.038584	25.917360
8200	0.038579	25.920686
5359	0.038579	25.921102
7334	0.038574	25.924428
8066	0.038569	25.927547
3260	0.038565	25.930042
3136	0.038564	25.930665
5619	0.038537	25.948857
1825	0.038513	25.965385
6229	0.038503	25.971726
2749	0.038497	25.975780
3286	0.038488	25.981809
1500	0.038482	25.985967
3813	0.038462	26.000000
6993	0.038460	26.000832
6091	0.038459	26.001767
7714	0.038447	26.009875
2746	0.038438	26.016216
5400	0.038429	26.021726
3973	0.038425	26.024532
3248	0.038423	26.025780
8652	0.038417	26.029834
2493	0.038390	26.048545
3399	0.038375	26.058316
9190	0.038374	26.059252
2492	0.038367	26.063929
7089	0.038354	26.072869
3481	0.038352	26.074220
1523	0.038345	26.078898
4021	0.038331	26.088254
7110	0.038324	26.093243
6712	0.038320	26.096258
7430	0.038312	26.101247
2951	0.038309	26.103742
7655	0.038289	26.117048
2950	0.038269	26.130873
6797	0.038269	26.130977
1391	0.038264	26.134511
7860	0.038259	26.137526
5544	0.038257	26.138877
5084	0.038254	26.140852
4020	0.038254	26.141372
7088	0.038242	26.148960
3817	0.038242	26.149584
7333	0.038223	26.162058
1742	0.038222	26.162682
3884	0.038222	26.162786
592	0.038212	26.169543
419	0.038211	26.170270
7282	0.038211	26.170478
7981	0.038208	26.172765
1376	0.038206	26.174220
1586	0.038200	26.178067
7243	0.038193	26.182640
959	0.038186	26.187838
3559	0.038183	26.189397
710	0.038175	26.195114
5691	0.038157	26.207588
7519	0.038156	26.208420
2504	0.038144	26.216632
5468	0.038131	26.225572
5690	0.038130	26.226403
4012	0.038127	26.228378
3785	0.038118	26.234511
3490	0.038111	26.238877
12	0.038107	26.241892
6959	0.038104	26.244179
1406	0.038082	26.258940
2590	0.038077	26.262786
7284	0.038073	26.265073
4366	0.038063	26.272141
5538	0.038059	26.275260
3872	0.038056	26.277235
68	0.038044	26.285655
6058	0.038022	26.300624
5390	0.038007	26.310811
9217	0.038003	26.313721
4056	0.037997	26.317983
7985	0.037991	26.321933
9442	0.037986	26.325260
9512	0.037975	26.333160
1478	0.037972	26.334927
