Nodo	Centralità	Distanza Media
10	0.024010	41.650079
2703	0.023208	43.089478
0	0.022609	44.229798
64	0.022573	44.299980
413	0.022413	44.617484
4	0.022399	44.644644
20	0.022390	44.662892
2891	0.022383	44.676059
6	0.022321	44.800963
74	0.022307	44.828634
7415	0.022266	44.911744
2387	0.022195	45.055833
22	0.022179	45.087706
8	0.022163	45.120370
149	0.022156	45.135313
3215	0.022108	45.232254
411	0.021966	45.524160
81	0.021938	45.583635
1547	0.021920	45.620356
9275	0.021879	45.705807
7932	0.021867	45.731582
127	0.021866	45.733916
9980	0.021843	45.781008
5010	0.021841	45.784573
69	0.021833	45.801200
11	0.021751	45.975649
9892	0.021729	46.022092
7925	0.021695	46.092951
3902	0.021694	46.095023
7516	0.021688	46.108567
238	0.021619	46.256036
8934	0.021618	46.258213
2404	0.021564	46.373480
9765	0.021551	46.401652
293	0.021514	46.482282
75	0.021510	46.490407
2648	0.021507	46.496169
7020	0.021484	46.545520
7461	0.021463	46.591645
12	0.021448	46.625323
2803	0.021442	46.636916
8751	0.021434	46.654792
581	0.021425	46.673389
6468	0.021400	46.728155
1318	0.021378	46.776605
87	0.021349	46.840914
49	0.021309	46.927508
148	0.021309	46.927766
3157	0.021299	46.949738
5397	0.021298	46.953589
34	0.021261	47.033757
1640	0.021212	47.142613
7294	0.021204	47.159967
637	0.021178	47.219028
9283	0.021174	47.228455
597	0.021153	47.274760
572	0.021135	47.314063
3534	0.021113	47.363537
2101	0.021113	47.364324
7615	0.021096	47.401371
8279	0.021066	47.469213
24	0.021064	47.475121
1812	0.021045	47.518005
790	0.021041	47.525186
778	0.021019	47.575243
342	0.020952	47.728653
3013	0.020946	47.741133
3238	0.020934	47.769423
3874	0.020930	47.778545
146	0.020920	47.801172
8011	0.020886	47.879853
1475	0.020872	47.911698
1009	0.020871	47.914323
8352	0.020861	47.936903
2618	0.020858	47.942860
4632	0.020854	47.952159
88	0.020853	47.953771
9454	0.020842	47.979724
2285	0.020818	48.034757
6964	0.020777	48.131219
18	0.020770	48.146894
3748	0.020769	48.148552
3839	0.020763	48.162044
4781	0.020698	48.314184
6025	0.020663	48.395492
7302	0.020648	48.431266
7282	0.020638	48.454260
2009	0.020621	48.495287
904	0.020612	48.516222
7	0.020606	48.530230
1003	0.020588	48.571619
9361	0.020579	48.592456
1176	0.020559	48.640449
7746	0.020558	48.643594
163	0.020551	48.659900
3566	0.020547	48.669524
2681	0.020511	48.753435
6829	0.020507	48.764346
25	0.020494	48.795918
209	0.020493	48.797971
412	0.020468	48.855873
6534	0.020461	48.872614
9	0.020432	48.942218
7139	0.020418	48.976393
930	0.020414	48.985215
811	0.020414	48.987079
9769	0.020406	49.004281
609	0.020399	49.022970
6001	0.020394	49.033104
9587	0.020374	49.083041
334	0.020353	49.132603
3072	0.020350	49.139994
2542	0.020336	49.173090
7564	0.020333	49.180542
4586	0.020326	49.198667
5445	0.020325	49.199457
4405	0.020323	49.206396
93	0.020320	49.213645
261	0.020315	49.225324
339	0.020308	49.241772
3588	0.020298	49.266364
2945	0.020279	49.311622
30	0.020275	49.321060
432	0.020265	49.345528
4146	0.020262	49.354151
3948	0.020253	49.374290
7753	0.020223	49.447483
164	0.020221	49.452838
14	0.020217	49.462311
8822	0.020203	49.497444
8639	0.020197	49.513406
150	0.020182	49.548243
23	0.020180	49.554933
1490	0.020176	49.562756
1889	0.020175	49.565135
1813	0.020142	49.647866
211	0.020123	49.694091
8456	0.020115	49.713326
1580	0.020102	49.746240
4205	0.020101	49.747836
6376	0.020098	49.755176
5722	0.020097	49.758703
389	0.020083	49.793342
494	0.020080	49.801444
36	0.020077	49.807815
2378	0.020061	49.849008
5271	0.020050	49.875927
2987	0.020036	49.910692
112	0.020032	49.919560
3422	0.020014	49.966203
4244	0.020011	49.972567
6968	0.020007	49.982893
89	0.020002	49.993954
1445	0.020002	49.996078
533	0.019995	50.013186
1029	0.019991	50.022102
476	0.019990	50.025503
65	0.019987	50.032155
1	0.019984	50.039220
7043	0.019984	50.040106
42	0.019982	50.046161
70	0.019973	50.068294
3	0.019965	50.087200
169	0.019959	50.103115
79	0.019950	50.124863
2305	0.019945	50.136939
4083	0.019933	50.167180
255	0.019928	50.180419
5109	0.019915	50.212207
46	0.019907	50.233108
2915	0.019894	50.265549
38	0.019888	50.282219
3379	0.019886	50.286806
709	0.019882	50.296052
888	0.019867	50.335193
4852	0.019866	50.337681
6264	0.019864	50.343273
174	0.019862	50.346915
3960	0.019858	50.358760
39	0.019857	50.361060
7526	0.019851	50.374238
994	0.019836	50.413695
3745	0.019831	50.426683
9559	0.019824	50.444873
27	0.019818	50.458042
4313	0.019817	50.460735
422	0.019815	50.466595
2836	0.019815	50.467639
9578	0.019811	50.477170
5595	0.019793	50.521979
732	0.019783	50.547872
1824	0.019772	50.576420
138	0.019769	50.585019
256	0.019767	50.590187
407	0.019755	50.621034
391	0.019753	50.625049
610	0.019745	50.646460
2570	0.019729	50.687280
5819	0.019727	50.691926
137	0.019722	50.704243
682	0.019720	50.708656
321	0.019715	50.722737
1657	0.019708	50.741016
192	0.019700	50.760494
5322	0.019696	50.772026
6147	0.019694	50.776016
9879	0.019694	50.777313
4704	0.019681	50.810511
105	0.019679	50.816554
602	0.019671	50.836454
6874	0.019670	50.838198
1073	0.019653	50.882260
9088	0.019653	50.882364
184	0.019649	50.894250
271	0.019644	50.906781
7515	0.019642	50.912087
37	0.019625	50.954237
8611	0.019623	50.960185
4151	0.019608	50.998352
3914	0.019596	51.029759
41	0.019592	51.042432
873	0.019589	51.050003
9943	0.019579	51.075157
1263	0.019569	51.101327
2397	0.019562	51.119830
3022	0.019559	51.126495
8044	0.019559	51.126865
3313	0.019546	51.160599
3064	0.019543	51.170506
9480	0.019523	51.222054
61	0.019514	51.244839
4408	0.019506	51.265754
425	0.019504	51.271219
9697	0.019504	51.271325
59	0.019486	51.318980
1473	0.019483	51.326547
583	0.019473	51.352897
1693	0.019471	51.358677
63	0.019470	51.362280
197	0.019468	51.367577
1944	0.019463	51.378491
5932	0.019463	51.378801
96	0.019461	51.385219
9764	0.019457	51.396260
924	0.019448	51.418895
307	0.019443	51.432388
1305	0.019439	51.444004
7634	0.019429	51.469622
2878	0.019425	51.480238
309	0.019422	51.488549
2625	0.019422	51.489071
2141	0.019421	51.490150
986	0.019414	51.509688
821	0.019387	51.579702
5864	0.019383	51.592292
516	0.019356	51.663489
1120	0.019353	51.672716
9294	0.019352	51.674244
6165	0.019349	51.682712
6587	0.019349	51.683368
2196	0.019346	51.690350
4260	0.019338	51.710769
5391	0.019338	51.711720
4319	0.019328	51.737872
3272	0.019325	51.747209
2272	0.019320	51.760127
1090	0.019319	51.761601
2389	0.019308	51.791630
324	0.019306	51.797871
6329	0.019304	51.801523
7944	0.019303	51.805600
511	0.019300	51.813127
16	0.019293	51.831545
5470	0.019290	51.840547
1755	0.019280	51.868191
1703	0.019275	51.880673
1275	0.019271	51.891203
1568	0.019266	51.905996
502	0.019265	51.906476
6702	0.019261	51.919634
931	0.019260	51.920256
5829	0.019260	51.921538
5137	0.019259	51.924547
3314	0.019257	51.929849
5197	0.019256	51.931382
2481	0.019255	51.934004
1977	0.019249	51.949614
1172	0.019248	51.952743
40	0.019248	51.953812
33	0.019245	51.961054
5543	0.019225	52.014688
66	0.019207	52.063790
6594	0.019206	52.068394
690	0.019201	52.080397
144	0.019194	52.098647
4920	0.019194	52.098745
1517	0.019194	52.100585
26	0.019187	52.119421
76	0.019179	52.140302
3015	0.019176	52.147989
91	0.019175	52.150262
513	0.019170	52.163832
29	0.019170	52.165183
9045	0.019167	52.171908
2294	0.019158	52.197106
700	0.019157	52.199000
4810	0.019157	52.199236
202	0.019145	52.234281
108	0.019143	52.239737
82	0.019142	52.240284
132	0.019142	52.242219
161	0.019140	52.247661
724	0.019134	52.263936
1632	0.019133	52.264471
5618	0.019133	52.266236
1471	0.019127	52.282560
6523	0.019125	52.286444
950	0.019122	52.294658
1858	0.019119	52.303022
7439	0.019113	52.320605
1043	0.019112	52.324084
967	0.019105	52.343678
2189	0.019103	52.347516
7972	0.019102	52.350490
3765	0.019100	52.355319
455	0.019096	52.366072
6477	0.019096	52.366934
5536	0.019096	52.367510
4604	0.019093	52.375634
3842	0.019087	52.391474
2297	0.019085	52.397285
785	0.019082	52.405286
1709	0.019075	52.423707
77	0.019073	52.429394
6489	0.019073	52.430423
5330	0.019069	52.441883
44	0.019066	52.449287
28	0.019063	52.458432
1436	0.019057	52.475014
3293	0.019055	52.478463
7570	0.019048	52.499240
6433	0.019044	52.510441
373	0.019035	52.534329
371	0.019031	52.544589
3252	0.019030	52.548313
8572	0.019028	52.554487
6080	0.019026	52.558638
1936	0.019026	52.559603
